"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C04_001E","S1901_C04_001M","S1901_C02_001M","S1901_C02_001E","S1901_C01_001M","S1901_C01_001E","S1901_C02_002E","S1901_C02_002M","S1901_C01_002M","S1901_C01_002E","S1901_C04_002M","S1901_C04_002E","S1901_C03_002M","S1901_C03_002E","S1901_C01_003E","S1901_C01_003M","S1901_C02_003E","S1901_C02_003M","S1901_C04_003E","S1901_C04_003M","S1901_C03_003M","S1901_C03_003E","S1901_C04_004E","S1901_C04_004M","S1901_C03_004M","S1901_C03_004E","S1901_C02_004M","S1901_C02_004E","S1901_C01_004M","S1901_C01_004E","S1901_C04_005E","S1901_C04_005M","S1901_C03_005M","S1901_C03_005E","S1901_C02_005M","S1901_C02_005E","S1901_C01_005M","S1901_C01_005E","S1901_C04_006E","S1901_C04_006M","S1901_C03_006M","S1901_C03_006E","S1901_C02_006M","S1901_C02_006E","S1901_C01_006M","S1901_C01_006E","S1901_C01_007E","S1901_C01_007M","S1901_C04_007M","S1901_C04_007E","S1901_C03_007M","S1901_C03_007E","S1901_C02_007M","S1901_C02_007E","S1901_C01_008E","S1901_C01_008M","S1901_C04_008E","S1901_C04_008M","S1901_C03_008M","S1901_C03_008E","S1901_C02_008M","S1901_C02_008E","S1901_C01_009E","S1901_C01_009M","S1901_C02_009E","S1901_C02_009M","S1901_C03_009E","S1901_C03_009M","S1901_C04_009E","S1901_C04_009M","S1901_C01_010M","S1901_C02_010E","S1901_C02_010M","S1901_C01_010E","S1901_C03_010E","S1901_C03_010M","S1901_C04_010E","S1901_C04_010M","S1901_C02_011E","S1901_C02_011M","S1901_C01_011M","S1901_C01_011E","S1901_C04_011M","S1901_C04_011E","S1901_C03_011M","S1901_C03_011E","S1901_C01_012E","S1901_C01_012M","S1901_C02_012E","S1901_C02_012M","S1901_C04_012E","S1901_C04_012M","S1901_C03_012M","S1901_C03_012E","S1901_C02_013M","S1901_C02_013E","S1901_C01_013M","S1901_C01_013E","S1901_C03_013E","S1901_C03_013M","S1901_C04_013M","S1901_C04_013E","S1901_C01_014E","S1901_C01_014M","S1901_C02_014E","S1901_C02_014M","S1901_C04_014M","S1901_C03_014E","S1901_C03_014M","S1901_C04_014E","S1901_C02_015E","S1901_C02_015M","S1901_C01_015M","S1901_C01_015E","S1901_C04_015M","S1901_C04_015E","S1901_C03_015M","S1901_C03_015E","S1901_C01_016E","S1901_C01_016M","S1901_C02_016E","S1901_C02_016M","S1901_C03_016E","S1901_C03_016M","S1901_C04_016E","S1901_C04_016M",
"1600000US5116000","Chesapeake city, Virginia","44367","2575","20356","2302","2088","58198","1845","78554","3.3","1.4","1.3","4.5","3.2","8.3","1.0","1.5","3.0","0.9","2.1","0.8","5.7","2.6","0.6","1.0","15.1","4.2","0.8","1.3","1.3","3.8","1.3","6.5","14.6","3.9","1.2","4.6","1.6","7.4","1.6","9.2","21.9","4.9","2.2","7.1","2.0","8.6","1.9","11.9","20.9","2.3","5.1","17.6","3.1","21.2","2.7","22.1","16.4","2.0","9.6","4.4","2.6","21.3","2.4","18.6","18.1","1.9","22.5","2.6","27.3","3.3","3.5","1.8","1.2","6.8","1.4","6.0","8.7","1.8","3.6","2.7","4.8","1.4","1.1","3.6","0.9","0.0","1.8","6.0","68955","3078","77152","2827","37135","3797","3411","89475","4948","90515","3855","79665","N","N","4782","46211","28.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7","(X)",
"1600000US5121088","Dale City CDP, Virginia","N","N","4479","1031","1531","15725","1608","20204","5.9","4.2","3.1","3.9","1.5","0.9","N","N","2.1","2.1","1.5","2.0","4.1","6.3","N","N","8.1","5.2","N","N","1.3","1.7","2.2","4.0","12.3","9.8","N","N","2.0","3.1","2.7","4.5","15.0","9.2","N","N","5.4","13.6","4.3","12.8","18.7","4.4","11.8","29.6","N","N","4.3","15.9","16.7","4.6","10.5","7.0","N","N","5.3","16.9","22.3","5.6","24.1","6.2","N","N","14.6","8.3","3.3","11.0","4.0","9.3","N","N","3.8","3.4","6.3","2.7","2.1","5.6","1.8","1.1","N","N","81096","9752","86353","3988","55131","7193","18560","98245","8182","95345","6706","90923","N","N","10352","66732","33.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.4","(X)",
"1600000US5135000","Hampton city, Virginia","N","N","18401","1949","2017","32900","2003","51301","3.6","1.4","1.8","6.6","3.9","12.5","N","N","4.2","1.6","3.4","2.0","6.0","2.9","N","N","12.0","3.6","N","N","2.4","8.9","2.1","10.0","17.4","4.9","N","N","2.4","8.3","2.2","10.7","16.7","5.1","N","N","3.5","15.4","2.9","15.7","23.8","3.7","5.1","21.8","N","N","4.3","24.7","13.0","2.3","6.8","2.7","N","N","3.2","15.8","12.7","2.3","15.6","3.0","N","N","5.5","2.8","0.8","3.2","1.2","2.5","N","N","1.4","1.2","1.1","0.9","0.6","0.7","1.0","0.0","N","N","51275","1446","61122","6207","36592","5177","2995","71877","3652","68056","2669","60304","N","N","3318","43502","22.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.4","(X)",
"1600000US5147672","Lynchburg city, Virginia","N","N","10419","1463","1598","16194","1703","26613","9.7","4.5","3.4","14.9","6.6","24.3","N","N","8.1","2.4","3.2","2.0","15.0","5.4","N","N","17.7","6.0","N","N","3.4","10.3","3.0","13.0","16.8","5.9","N","N","3.8","11.2","3.2","13.8","10.8","4.7","N","N","5.9","17.3","4.4","14.4","17.0","3.6","4.6","11.7","N","N","4.9","19.8","8.8","2.6","1.9","1.7","N","N","4.0","13.3","4.5","1.9","6.6","3.0","N","N","1.4","1.4","1.4","4.3","2.3","2.8","N","N","0.5","0.8","4.2","2.4","1.5","2.6","1.8","0.0","N","N","35156","3544","47963","5550","19627","5326","11804","60403","7500","64473","4583","49939","N","N","3183","26884","26.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.1","(X)",
"1600000US5156000","Newport News city, Virginia","29966","2524","25742","2982","2714","44216","4405","69958","5.2","1.9","1.8","8.3","3.3","13.5","0.2","0.1","5.2","1.5","3.3","1.6","9.5","3.4","0.5","0.4","15.0","3.5","2.1","3.7","2.0","6.7","1.7","9.3","17.7","4.0","2.5","5.9","2.6","9.1","2.1","12.4","14.1","3.3","3.7","12.9","2.9","13.8","2.3","13.9","20.9","2.7","4.4","18.8","4.1","25.5","3.5","23.0","14.8","2.1","6.9","3.0","4.1","22.1","2.9","17.9","10.0","1.8","13.3","2.7","18.0","3.7","3.5","1.9","1.2","4.5","1.8","3.1","6.6","2.7","0.4","0.5","3.3","1.5","1.0","2.3","0.5","0.5","2.2","4.9","50937","2777","61848","4505","32158","2132","2621","75727","4278","73369","2760","61890","N","N","3163","39284","38.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","40.0","(X)",
"1600000US5157000","Norfolk city, Virginia","27108","1977","38465","2578","2084","45363","2539","83828","4.1","1.4","1.6","7.8","2.7","13.2","0.7","0.9","6.1","1.4","3.6","1.2","9.0","2.4","0.9","0.7","17.0","3.1","2.1","6.1","2.2","11.5","2.0","13.8","15.5","3.3","3.3","11.9","2.4","13.3","2.3","14.5","18.1","3.0","2.8","13.0","2.4","16.0","2.0","16.7","18.6","2.3","3.3","13.6","4.3","27.1","2.9","22.1","9.5","1.5","5.6","1.8","3.3","15.4","2.2","12.6","8.7","1.4","11.2","1.9","16.0","3.1","5.4","1.7","0.7","2.8","0.8","2.5","4.5","1.4","1.7","1.1","2.7","0.9","0.6","1.9","0.7","0.8","1.5","4.4","41613","2134","50992","2465","31193","2011","4574","62474","3851","64905","3218","56083","N","N","5938","44226","27.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.1","(X)",
"1600000US5164000","Portsmouth city, Virginia","N","N","13732","1625","1694","23469","1385","37201","5.8","2.5","2.1","8.0","4.2","13.5","N","N","6.0","1.6","4.5","2.1","7.6","3.2","N","N","16.6","5.2","N","N","3.9","13.8","3.3","14.4","14.7","6.1","N","N","3.2","9.3","2.9","11.3","20.5","6.2","N","N","4.4","17.9","3.8","18.3","21.6","3.2","6.0","16.4","N","N","3.9","23.1","9.8","2.3","5.8","3.4","N","N","3.3","11.8","7.4","1.8","9.6","2.2","N","N","3.6","3.0","0.9","3.4","1.4","2.4","N","N","0.9","1.0","0.9","0.8","0.6","0.9","0.8","0.5","N","N","43674","3013","48719","4481","33661","4280","3370","63408","3543","57309","2621","51522","N","N","3645","39496","28.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.6","(X)",
"1600000US5167000","Richmond city, Virginia","19373","1901","45851","2853","2749","38076","2546","83927","10.4","2.9","1.7","11.9","2.7","15.1","0.9","1.0","8.2","1.8","6.3","2.1","10.1","2.6","1.8","2.4","16.0","3.1","2.9","5.6","2.9","11.1","2.0","13.6","10.4","2.5","2.4","6.3","2.3","9.5","1.9","10.2","19.5","3.7","2.9","10.2","3.2","14.3","2.4","17.4","15.5","2.0","2.5","13.9","4.0","20.6","3.1","16.6","9.1","1.5","7.0","1.8","4.0","16.6","2.4","11.5","7.6","1.5","8.8","2.4","16.7","4.5","6.1","1.7","0.8","5.8","1.5","3.2","10.5","2.7","0.9","0.6","5.8","1.7","0.9","3.2","0.6","1.1","3.0","10.1","39608","2341","47340","5675","32268","4849","5018","80676","10132","78033","5064","60786","N","N","4272","44704","29.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.1","(X)",
"1600000US5168000","Roanoke city, Virginia","N","N","19186","2054","2009","23292","1659","42478","8.4","3.3","2.7","11.6","5.1","17.0","N","N","7.5","2.0","6.2","2.7","9.2","3.0","N","N","20.2","4.2","N","N","3.6","11.8","2.8","15.2","13.4","3.8","N","N","3.5","12.1","2.7","12.6","23.0","5.0","N","N","3.2","16.3","3.0","20.1","15.4","2.9","3.9","11.0","N","N","4.3","19.1","9.1","2.1","4.0","2.5","N","N","3.3","12.2","5.9","1.6","10.0","2.8","N","N","1.1","1.1","1.0","2.5","1.4","1.9","N","N","1.2","1.4","1.3","1.1","0.6","0.7","1.0","0.0","N","N","37472","2681","46627","4002","27482","4489","7989","58518","5199","57356","3293","47009","N","N","3234","32837","34.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","38.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.4","(X)",
"1600000US5176432","Suffolk city, Virginia","N","N","7570","1344","1535","23417","964","30987","3.8","2.3","2.4","6.1","6.6","14.6","N","N","3.2","1.6","2.6","1.5","7.4","5.4","N","N","13.2","5.4","N","N","3.0","7.8","2.8","9.4","6.2","3.4","N","N","2.4","5.6","2.0","5.3","19.4","8.2","N","N","3.3","10.0","3.4","12.3","17.4","3.6","5.8","12.3","N","N","4.3","17.6","21.7","3.5","19.0","7.7","N","N","4.1","22.6","15.4","2.9","20.0","3.8","N","N","1.1","1.4","2.3","5.9","2.7","5.9","N","N","6.0","5.2","4.1","1.7","1.3","3.2","1.2","0.7","N","N","69294","6608","77778","5485","39673","9885","6114","88074","6772","84263","5593","76908","N","N","8904","52059","30.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.4","(X)",
"1600000US5182000","Virginia Beach city, Virginia","86976","3547","51642","3095","3220","112658","2574","164300","2.4","0.8","0.8","3.9","1.8","7.3","0.3","0.5","2.6","0.6","1.7","0.6","5.0","1.5","0.4","0.8","9.2","1.8","1.2","3.9","1.0","5.7","0.9","6.4","13.0","2.2","1.1","4.3","1.2","6.6","1.1","8.5","23.6","3.2","1.7","10.3","1.7","12.6","1.5","15.8","20.9","1.5","2.9","21.6","2.1","20.5","2.0","20.4","14.8","1.3","8.2","2.0","1.9","19.6","1.6","17.5","16.9","1.4","20.5","1.9","24.8","2.3","7.9","2.0","0.8","7.5","1.1","6.3","9.4","1.4","2.8","1.3","5.1","0.9","0.7","4.0","0.7","1.5","1.1","5.9","64212","2475","75757","2940","42491","3528","3263","85782","3204","89528","2640","80294","N","N","4625","57143","24.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.2","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.5","(X)",
"1600000US5303180","Auburn city, Washington","N","N","9104","1649","1251","18056","1812","27160","5.2","2.9","2.7","7.4","6.3","12.5","N","N","4.4","2.0","4.5","2.8","7.8","4.3","N","N","15.5","6.3","N","N","3.4","7.2","2.8","9.2","15.4","6.1","N","N","3.2","6.2","2.8","9.5","21.6","8.1","N","N","3.8","9.2","3.5","13.1","18.2","3.7","4.9","15.2","N","N","4.5","17.9","14.9","3.8","4.7","2.6","N","N","5.1","19.3","17.3","3.9","21.6","4.9","N","N","6.8","5.3","2.5","6.7","3.7","4.5","N","N","0.0","1.9","2.3","1.4","1.0","1.7","0.9","0.5","N","N","57642","6868","74810","6308","34354","5164","6044","88583","6007","77955","5057","66515","N","N","5667","39651","18.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.0","(X)",
"1600000US5305210","Bellevue city, Washington","N","N","16838","1927","1425","33540","2035","50378","2.3","1.4","1.2","3.9","2.7","7.0","N","N","2.1","0.9","1.0","0.6","4.4","2.3","N","N","10.7","3.9","N","N","1.5","3.6","1.6","5.9","13.3","4.8","N","N","2.2","6.1","2.4","8.2","13.6","4.1","N","N","2.1","8.4","2.1","10.5","16.4","2.2","3.9","16.4","N","N","3.1","17.3","14.3","2.6","12.5","4.0","N","N","3.4","15.4","18.4","2.4","21.3","3.2","N","N","11.9","4.3","2.1","11.8","2.5","10.0","N","N","6.1","3.8","12.8","2.3","1.7","10.3","2.2","4.3","N","N","80500","5437","92964","8459","50498","5599","2418","100986","6640","119347","5444","105126","N","N","10581","74059","28.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.3","(X)",
"1600000US5305280","Bellingham city, Washington","N","N","16834","2161","1523","16539","1843","33373","2.5","2.0","2.9","10.1","5.1","17.5","N","N","10.6","2.8","7.3","3.4","14.3","4.4","N","N","14.7","4.9","N","N","4.5","9.5","2.9","10.4","17.8","5.4","N","N","4.7","12.4","3.6","15.3","12.7","3.9","N","N","4.6","11.9","2.6","13.3","17.6","2.9","4.2","12.0","N","N","4.3","22.6","12.3","3.3","6.5","2.9","N","N","5.1","17.9","7.3","1.9","12.0","3.3","N","N","2.7","1.8","1.4","2.6","2.6","1.9","N","N","1.4","1.3","1.5","1.3","0.8","1.1","0.4","0.3","N","N","39599","6390","57713","6961","26728","5028","5655","69211","6130","64821","3833","51023","N","N","4081","35244","19.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","14.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.8","(X)",
"1600000US5322640","Everett city, Washington","N","N","20176","2242","1505","21044","2160","41220","3.7","1.7","2.0","7.5","3.8","11.6","N","N","7.5","2.1","5.5","2.8","9.9","3.3","N","N","14.9","4.5","N","N","4.0","11.4","2.9","12.2","17.0","4.4","N","N","2.5","8.2","2.5","12.8","15.3","4.4","N","N","4.5","14.9","3.2","15.4","19.6","3.4","4.9","17.5","N","N","4.3","21.6","12.2","2.1","9.2","2.8","N","N","3.1","14.0","9.0","2.2","13.5","3.2","N","N","4.1","2.7","1.1","4.6","2.0","2.6","N","N","0.5","0.6","2.6","1.4","0.7","1.3","0.9","0.0","N","N","42440","3697","56667","10129","31869","3773","8852","71094","5206","67830","3300","54893","N","N","3815","40144","22.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","19.2","(X)",
"1600000US5323515","Federal Way city, Washington","N","N","12653","2019","1222","23007","1981","35660","4.7","3.1","3.1","7.6","6.9","14.7","N","N","5.0","1.8","1.6","1.6","9.7","4.0","N","N","9.0","3.7","N","N","3.0","10.9","2.2","10.0","14.2","5.8","N","N","2.5","5.1","2.6","8.1","21.7","7.1","N","N","4.3","15.3","3.9","16.5","20.5","3.6","6.4","19.0","N","N","5.3","21.6","14.1","3.7","8.9","5.1","N","N","4.3","16.3","11.7","2.9","15.1","4.1","N","N","1.8","1.7","1.9","5.9","2.9","4.0","N","N","0.6","1.0","3.5","1.8","1.2","2.4","0.7","0.4","N","N","53716","7272","63381","4201","35883","3954","6461","74267","5808","75737","4534","65084","N","N","5549","41575","24.4","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.7","(X)",
"1600000US5335275","Kennewick city, Washington","N","N","8320","1437","1553","17342","1652","25662","3.2","2.6","2.4","5.9","5.8","11.4","N","N","5.8","2.4","4.0","3.1","9.6","4.0","N","N","23.9","8.4","N","N","3.8","10.9","3.7","14.6","11.2","4.7","N","N","4.4","13.1","3.0","11.3","17.9","6.6","N","N","3.6","14.3","3.0","15.7","14.2","4.0","6.5","13.7","N","N","4.6","15.7","14.5","3.4","6.7","5.3","N","N","4.3","15.4","15.3","3.4","19.3","4.8","N","N","5.6","3.5","1.1","2.4","1.5","1.6","N","N","0.0","2.1","1.7","1.3","0.9","1.1","2.1","0.0","N","N","45215","5635","55522","8271","28346","5945","10577","73354","4227","67602","4071","59178","N","N","4882","37846","15.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.8","(X)",
"1600000US5335415","Kent city, Washington","N","N","13653","2231","1366","20985","2189","34638","10.9","3.9","2.5","8.9","3.1","7.8","N","N","4.8","1.9","4.0","2.2","5.5","3.3","N","N","15.0","5.1","N","N","4.3","13.9","3.2","12.9","12.0","5.1","N","N","3.0","8.6","2.8","10.6","19.1","6.0","N","N","3.8","10.9","3.3","14.2","19.1","3.3","5.9","20.3","N","N","3.6","17.6","12.2","2.6","9.9","4.3","N","N","3.7","14.2","12.6","3.2","13.8","4.1","N","N","8.3","4.1","1.7","5.3","2.5","4.1","N","N","2.1","2.2","0.8","0.7","0.4","0.5","1.3","0.0","N","N","48688","4714","55294","11171","43448","9423","9176","68215","5909","62273","4187","58698","N","N","4510","50089","27.3","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.9","(X)",
"1600000US5357745","Renton city, Washington","N","N","14409","1974","1179","20593","2061","35002","3.3","2.2","1.8","4.9","2.7","7.2","N","N","5.3","2.3","3.6","2.6","8.3","3.4","N","N","12.7","4.2","N","N","4.5","10.1","2.9","9.9","8.1","4.1","N","N","3.2","8.5","2.3","7.3","16.0","5.2","N","N","3.7","12.3","3.0","13.1","21.2","4.1","6.7","21.5","N","N","4.7","20.5","16.8","3.2","10.1","4.1","N","N","4.1","18.4","16.0","3.3","16.1","4.4","N","N","13.7","5.2","1.1","4.5","1.6","3.3","N","N","1.7","1.2","2.7","1.4","1.0","2.0","0.9","0.7","N","N","61819","3776","66708","5565","45931","10150","5711","80698","5701","74179","3996","68922","N","N","5203","55995","20.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.8","(X)",
"1600000US5363000","Seattle city, Washington","96170","3845","155113","5985","3534","122407","5743","277520","4.0","1.2","0.8","8.4","1.2","12.0","0.9","1.9","4.2","0.5","2.1","0.6","6.1","0.9","0.5","1.4","11.1","1.2","0.8","2.9","1.2","5.3","0.9","8.5","11.4","1.6","1.0","3.7","1.1","5.1","1.0","8.5","15.0","1.5","1.7","9.3","1.6","10.4","1.1","12.9","17.2","1.1","1.7","18.8","1.7","14.7","1.5","15.4","12.2","1.0","11.5","1.4","1.5","13.8","1.3","13.4","14.3","1.0","21.1","1.6","24.1","1.9","8.4","1.1","0.7","10.1","1.3","6.4","12.2","1.6","2.9","0.7","13.2","1.5","0.8","7.5","0.8","2.7","1.9","16.1","60212","2172","88904","5652","43189","2034","4367","104056","5422","116554","2831","84524","132832","6744","2448","57311","20.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.6","(X)",
"1600000US5367000","Spokane city, Washington","36631","2128","36244","2449","1983","52551","2322","88795","4.7","1.6","1.6","8.9","3.5","16.5","0.7","0.9","6.8","1.2","3.6","1.4","11.4","2.5","0.7","1.1","20.8","3.5","1.7","3.8","2.4","10.5","1.7","14.0","15.9","2.8","2.5","11.1","2.2","11.9","1.6","13.2","16.3","3.1","2.8","17.1","2.8","17.1","2.1","16.7","19.0","2.2","2.9","12.0","2.9","25.3","2.6","22.2","10.2","1.6","4.5","1.8","2.9","17.3","2.1","13.3","7.7","1.2","11.4","2.0","16.0","2.8","1.9","1.0","0.5","2.4","0.8","1.6","3.2","1.1","0.3","0.3","3.0","0.9","0.5","1.9","0.4","0.4","1.2","4.1","41146","1899","52804","3611","25529","1892","4537","64069","3254","65226","2173","52888","N","N","1986","32316","22.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.1","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.8","(X)",
"1600000US5367167","Spokane Valley city, Washington","N","N","13215","2043","1079","23830","1874","37045","6.5","2.9","2.1","6.2","4.2","9.6","N","N","5.3","1.7","3.4","1.7","9.0","3.3","N","N","21.9","6.2","N","N","3.8","12.1","3.1","15.5","15.1","4.5","N","N","2.7","8.1","2.8","11.5","27.8","6.9","N","N","3.8","16.3","3.6","19.3","22.4","3.6","4.6","12.0","N","N","4.5","26.3","11.0","2.3","3.2","2.2","N","N","3.6","14.7","7.3","1.8","10.6","2.8","N","N","0.9","1.0","0.7","1.4","1.1","1.1","N","N","0.5","0.9","0.7","0.6","0.4","0.4","1.3","0.0","N","N","44419","2525","52564","4453","30752","3546","4793","62972","3619","58257","2482","50605","N","N","3148","33776","24.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","25.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.7","(X)",
"1600000US5370000","Tacoma city, Washington","31150","2104","32889","2750","2089","46427","2895","79316","6.1","1.9","1.6","8.5","3.4","13.4","1.2","1.2","3.7","1.2","2.4","1.2","5.6","2.3","0.7","0.9","19.7","3.9","2.3","6.4","2.0","9.4","1.8","13.5","15.2","3.0","2.5","7.2","2.2","8.6","1.8","11.0","18.3","3.1","2.7","13.0","2.5","14.3","2.0","15.8","19.2","2.1","3.1","15.3","3.3","24.0","3.0","22.4","11.3","1.6","4.2","1.4","3.3","18.2","2.6","15.6","12.3","1.7","15.4","2.4","20.2","3.2","6.6","2.4","0.9","3.5","1.3","2.9","5.2","1.9","1.2","1.0","2.4","1.0","0.6","1.7","0.5","0.5","1.5","3.6","47465","2667","59757","4678","31857","2386","4673","72122","3655","70328","2670","59660","N","N","3120","41109","24.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.3","(X)",
"1600000US5374060","Vancouver city, Washington","28783","2044","23630","2338","2016","39990","2395","63620","5.9","2.1","1.6","7.3","2.9","11.2","2.5","4.4","6.2","1.5","4.9","2.1","9.9","2.9","1.0","1.8","17.5","4.0","1.8","3.0","2.6","7.4","2.1","11.0","12.0","2.9","2.6","8.9","2.6","10.8","2.0","11.2","17.8","4.6","2.9","15.3","2.8","15.9","2.8","16.7","21.6","2.2","4.2","18.1","3.6","25.4","2.8","22.8","12.7","2.2","8.1","2.9","3.5","18.6","2.9","14.8","8.7","1.6","11.8","2.4","14.8","3.2","3.4","2.1","0.9","3.5","1.4","2.8","4.9","1.9","0.8","0.7","2.1","1.1","0.9","1.9","1.1","1.2","1.5","3.0","47307","2917","53613","3472","34526","3556","5077","63820","6433","67673","5452","61695","N","N","3866","43372","18.5","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.9","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","15.9","(X)",
"1600000US5380010","Yakima city, Washington","N","N","9893","1768","1371","23275","1866","33168","9.2","3.9","3.6","8.7","7.4","16.2","N","N","6.2","2.2","3.9","2.4","11.5","4.7","N","N","18.7","5.9","N","N","4.7","18.4","4.5","19.7","11.7","5.4","N","N","3.6","13.0","3.2","12.4","18.0","6.1","N","N","3.1","9.8","2.7","12.1","15.0","3.5","4.6","9.9","N","N","4.1","15.9","10.0","2.9","5.8","4.8","N","N","3.5","10.8","9.3","2.7","12.0","3.6","N","N","3.7","3.8","2.0","3.6","2.3","3.7","N","N","3.1","3.2","3.3","2.2","1.6","2.7","1.7","1.4","N","N","37201","4314","42657","8923","28329","8834","7873","65378","7347","62008","5819","57014","N","N","6916","40938","27.7","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.6","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","23.1","(X)",
"1600000US5502375","Appleton city, Wisconsin","N","N","10199","1443","1375","18592","1716","28791","5.6","3.6","2.3","5.4","3.2","7.1","N","N","4.8","1.7","0.8","0.9","12.1","4.4","N","N","21.8","6.7","N","N","3.9","9.2","3.5","13.2","10.8","4.4","N","N","3.4","7.8","2.7","8.9","21.0","6.8","N","N","4.2","14.2","3.9","17.4","24.5","5.0","5.8","18.6","N","N","6.2","27.5","10.7","2.6","6.3","3.5","N","N","3.5","13.3","10.3","2.3","14.6","3.2","N","N","2.3","1.8","1.4","4.6","2.1","3.2","N","N","0.0","1.1","2.4","1.6","1.0","1.5","1.1","0.0","N","N","50076","5565","56299","5740","33600","6760","6675","67643","9045","73129","5854","61107","N","N","3573","37245","17.8","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.0","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.1","(X)",
